,reference_code,pmid,doi,comment,Language,Volume,Issue,Page,Journal,Abstract,Date,Authors
1023,96KIM/DUN,8605214.0,10.1021/bi952944k,,['eng'],35,14,4628-35,Biochemistry,"Phosphoenolpyruvate phosphomutase (PEP mutase) from Tetrahymena pyriformis catalyzes the rearrangement of phosphoenolpyruvate (PEP) to phosphonopyruvate (P-pyr). A spectrophotometric P-pyr assay consisting of the coupled actions of P-pyr decarboxylase, phosphonoacetaldehyde hydrolase, and alcohol dehydrogenase was devised to monitor mutase catalysis. The reaction constants determined for PEP mutase catalyzed conversion of PEP to P-pyr at pH 7.5 and 25 degrees C in the presence of Mg(II) are kcat = 5 s(-1), Km = 0.77 +/- 0.05 mM, and Keq = (2-9) x 10(-4). In the PEP forming direction, kcat = 100 s(-1) and Km = 3.5 +/- 0.1 microM. Retention of stereochemistry at phosphorus and strong inhibition displayed by the pyruvyl enolate analog, oxalate, have been cited as two lines of evidence that PEP mutase catalysis proceeds via a phosphoenzyme-pyruvyl enolate intermediate [Seidel, H. M., & Knowles, J. R. (1994) Biochemistry 33, 5641-5646]. In this study, single turnover reactions of oxalyl phosphate with the PEP mutase were carried out to test the formation of the phosphoenzyme intermediate. If formed. the phosphoenzyme-oxalate complex should be sufficiently stable to isolate. Reaction of the mutase with [32P]oxalyl phosphate in the presence of Mg(II)/Mn(II) cofactor failed to produce a detectable level of the [32P]phosphoenzyme-oxalate complex. In contrast, the same reaction carried out with pyruvate phosphate dikinase (PPDK), an enzyme known to catalyze the phosphorylation of its active site histidine with PEP, occurred at a rate of 4 x 10(-4) s(-1) (15% E-P formed) in the presence Mg(II) and at a rate of 3 x 10(-3) s(-1) (60% E-P formed) in the presence of Mn(II). Both oxalyl phosphate (Ki = 180 +/- 10 microM) and oxalate (Ki = 32 +/- 1O microM) were competitive inhibitors of PEP mutase catalysis, but neither displayed slow, tight binding inhibition. These results do not support the intermediacy of a phosphoenzyme-pyruvyl enolate complex in PEP mutase catalysis.",Apr 1996,"J Kim, D Dunaway-Mariano"
1024,96LI/ZHA,8910414.0,10.1074/jbc.271.45.28038,,['eng'],271,45,28038-44,The Journal of biological chemistry,"Yeast guanylate kinase was expressed at high level in Escherichia coli using pET-17b vector. It was purified to homogeneity by a simple two-column procedure with an average yield of approximately 100 mg/liter. The steady-state kinetic parameters for both forward and reverse reactions were determined by initial velocity measurements. The turnover numbers (kcat) were 394 s-1 for the forward reaction (formation of ADP and GDP) and 90 s-1 for the reverse reaction (formation of ATP and GMP). Km values were 0.20, 0. 091, 0.017, and 0.097 mM for MgATP, GMP, MgADP, and GDP, respectively. Analysis of the initial velocity patterns indicated a sequential mechanism. GMP was found to have partial substrate inhibition. The substrate inhibition was not competitive with MgATP and could be attributed to formation of the abortive complex guanylate kinase.MgADP.GMP. The equilibrium constant of the reaction was measured under various conditions by NMR and a radiometric assay. The results showed that the steady-state kinetic parameters were consistent with the thermodynamic constant. NMR titration and equilibrium dialysis showed that both substrates and products could bind to free guanylate kinase. The dissociation constants were 0.090, 0.18, 0.029, 0.084, and 0.12 mM for MgATP, ATP, GMP, MgADP, and GDP, respectively. Viscosity-dependent kinetics was used to identify the rate-limiting steps of the reaction. The results indicated that the reaction rate is largely controlled by the chemical step.",Nov 1996,"Y Li, Y Zhang, H Yan"
1025,96LIA/WAN,,,,-,-,-,-,-,-,-,-
1026,96OES/SCH,,10.1016/S0168-9452(96)04475-5,,-,-,-,-,-,-,-,-
1027,96PRO/GRO,,10.1111/j.1399-3054.1996.tb06681.x,,-,-,-,-,-,-,-,-
1028,96TEW/GOL,,10.1006/jcht.1996.0099,,-,-,-,-,-,-,-,-
1029,96TEW/SCH,,10.1006/jcht.1996.0016,,-,-,-,-,-,-,-,-
1030,97CHA,9326504.0,10.1242/jeb.200.21.2789,,['eng'],200,Pt 21,2789-96,The Journal of experimental biology,"Mitochondria isolated from the posterior midgut of the tobacco hornworm (Manduca sexta) contain arginine kinase. The distribution of mitochondrial and cytoplasmic marker enzymes indicates that the presence of mitochondrial arginine kinase is not due to cytoplasmic contamination. Arginine is not oxidized by the midgut mitochondria but, when metabolic substrates and ATP are present, respiration can be initiated by the addition of arginine. Under these conditions, there is no return to State 4 respiration, indicating regeneration of ADP by the arginine kinase reaction. Respiration can be blocked, however, by atractyloside, an inhibitor of the adenine nucleotide translocator. These results indicate that arginine kinase resides outside the matrix. Mitochondrial arginine kinase is specific to l-arginine since analogs of l-arginine are ineffective in stimulating respiration in the presence of ATP. Coupling between the adenine nucleotide translocator and arginine kinase was investigated using kinetic and thermodynamic approaches. There were no differences in the activities of arginine kinase in respiring and non-respiring mitochondria when they were measured at different ATP or arginine concentrations. This result indicates that arginine kinase does not have preferential access to the ATP exported out of the matix. A comparison of the apparent equilibrium constant and the mass action ratio of the arginine kinase reaction also confirms that there is no microcompartmentation of the reaction.",  1997,M Chamberlin
1031,97CON/DEL,,10.1016/S0141-0229(97)00021-5,,-,-,-,-,-,-,-,-
1032,97DEJ/ROC,,10.1007/BF01007697,,-,-,-,-,-,-,-,-
1033,97HAN/KLE,,10.1016/S0167-4838(96)00161-6,,-,-,-,-,-,-,-,-
1034,97KAS/TEW,,10.1021/jp972501l,,-,-,-,-,-,-,-,-
1035,97LIA/WU,,10.1016/S0040-6031(97)00363-8,,-,-,-,-,-,-,-,-
1036,97PES/PRI,,10.1002/(SICI)1097-0290(19971005)56:1<9::AID-BIT2>3.0.CO,,-,-,-,-,-,-,-,-
1037,97SAL/GOD,,10.1021/bp9700869,,-,-,-,-,-,-,-,-
1038,97STA/SUA,9319107.0,10.1242/jeb.200.8.1247,,['eng'],200,Pt 8,1247-54,The Journal of experimental biology,"In honeybee flight muscle, there are close matches between physiological flux rates and the maximal activities (Vmax; determined using crude homogenates) of key enzymes catalyzing non-equilibrium reactions in carbohydrate oxidation. In contrast, phosphoglucose isomerase (PGI), which catalyzes a reaction believed to be close to equilibrium, occurs at Vmax values greatly in excess of glycolytic flux rates. In this study, we measure the Vmax of flight muscle PGI, the kinetic parameters of the purified enzyme, the apparent equilibrium constants for the reaction and the tissue concentrations of substrate and product. Using the Haldane equation, we estimate that the forward flux capacity (Vf) for PGI required to achieve physiological glycolytic flux rates is between 800 and 1070 units ml-1 cell water, approximately 45&shy;60 % of the empirically measured Vmax of 1770 units ml-1 cell water at optimal pH (8.0) and low ionic strength (no added KCl). When measured at physiological pH (7.0) and ionic strength (120 mmol l-1 KCl) with saturating levels of substrate, PGI activity is 1130 units ml-1 cell water, a value close to the calculated Vf. These results reveal a very close match between predicted and measured PGI flux capacities, and support the concept of an economical design of muscle metabolism in systems working at very high metabolic rates.",  1997,"J Staples, R Suarez"
1039,97TEW/GOL,,10.1016/S0008-6215(97)00073-6,,-,-,-,-,-,-,-,-
1040,97XU/EAD,9132023.0,10.1021/bi9616007,,['eng'],36,12,3700-12,Biochemistry,"Hypoxanthine-guanine phosphoribosyltransferase (HGPRTase) is the locus of Lesch-Nyhan syndrome, the activator of the prodrugs 6-mercaptopurine and allopurinol, and a target for antiparasitic chemotherapy. The three-dimensional structure of the recombinant human enzyme in complex with GMP has recently been solved [Eads, J., Scapin, G., Xu, Y., Grubmeyer, C., & Sacchettini, J. C. (1994) Cell 78, 325-334]. Here, ligand binding, pre-steady state kinetics, isotope trapping, and isotope exchange experiments are presented which detail the sequential kinetic mechanism of the enzyme. In the forward reaction, in which a base (hypoxanthine or guanine) reacts with PRPP to form nucleoside monophosphate and PPi, binding of PRPP precedes that of the base, and in the reverse direction, IMP binds first. Compared to k(cat), phosphoribosyl group transfer is rapid in both the forward (131 vs 6.0 s(-1)) and reverse (9 vs 0.17 s(-1)) directions. In the forward direction, product pyrophosphate dissociates rapidly (> 12 s(-1)) followed by release of IMP (6.0 s(-1)). In the reverse direction, Hx dissociates rapidly (9.5 s(-1)) and PRPP dissociates slowly (0.24 s(-1)). The more rapid rate of utilization of guanine than hypoxanthine in the forward reaction is the result of the faster release of product GMP rather than the result of differences in the rate of the chemical step. The kinetic mechanism, with rapid chemistry and slow product dissociation, accounts for the previously observed ability of the alternative product guanine to stimulate, rather than inhibit, the pyrophosphorolysis of IMP. The overall equilibrium for the hypoxanthine phosphoribosyl transfer reaction lies far toward nucleotide product (Keq approximately 1.6 x 10(5)), at the high end for PRPP-linked nucleotide formation. The three-dimensional structure of the HGPRTase x IMP complex has been solved to 2.4 A resolution and is isomorphous with the GMP complex. The results of the ligand binding and kinetic studies are discussed in light of the structural data.",Mar 1997,"Y Xu, J Eads, J C Sacchettini, C Grubmeyer"
1041,97YOR/ISH,,10.1093/oxfordjournals.jbchem.a021786,,-,-,-,-,-,-,-,-
1042,98CON/BOR,,10.1007/s004490050406,,-,-,-,-,-,-,-,-
1043,98CON/DEL,,10.1007/s004490050406,,-,-,-,-,-,-,-,-
1044,98DIE/STR,,10.1016/S1381-1177(98)00044-7,,-,-,-,-,-,-,-,-
1045,98DIE/STR2,,10.3109/10242429809003622,,-,-,-,-,-,-,-,-
1046,98KIM/VOE,9506987.0,10.1074/jbc.273.12.6844,,['eng'],273,12,6844-52,The Journal of biological chemistry,"In the yeast Saccharomyces cerevisiae, choline kinase (ATP:choline phosphotransferase, EC 2.7.1.32) is the product of the CKI gene. Choline kinase catalyzes the committed step in the synthesis of phosphatidylcholine by the CDP-choline pathway. The yeast enzyme was overexpressed 106-fold in Sf-9 insect cells and purified 71.2-fold to homogeneity from the cytosolic fraction by chromatography with concanavalin A, Affi-Gel Blue, and Mono Q. The N-terminal amino acid sequence of purified choline kinase matched perfectly with the deduced sequence of the CKI gene. The minimum subunit molecular mass (73 kDa) of purified choline kinase was in good agreement with the predicted size (66.3 kDa) of the CKI gene product. Native choline kinase existed in oligomeric structures of dimers, tetramers, and octomers. The amounts of the tetrameric and octomeric forms increased in the presence of the substrate ATP. Antibodies were raised against the purified enzyme and were used to identify choline kinase in insect cells and in S. cerevisiae. Maximum choline kinase activity was dependent on Mg2+ ions (10 mM) at pH 9.5 and at 30 degrees C. The equilibrium constant (0.2) for the reaction indicated that the reverse reaction was favored in vitro. The activation energy for the reaction was 6.26 kcal/mol, and the enzyme was labile above 30 degrees C. Choline kinase exhibited saturation kinetics with respect to choline and positive cooperative kinetics with respect to ATP (n = 1.4-2.3). Results of the kinetic experiments indicated that the enzyme catalyzes a sequential Bi Bi reaction. The Vmax for the reaction was 138.7 micromol/min/mg, and the Km values for choline and ATP were 0.27 mM and 90 microM, respectively. The turnover number per choline kinase subunit was 153 s-1. Ethanolamine was a poor substrate for the purified choline kinase, and it was also poor inhibitor of choline kinase activity. ADP inhibited choline kinase activity (IC50 = 0.32 mM) in a positive cooperative manner (n = 1.5), and the mechanism of inhibition with respect to ATP and choline was complex. The regulation of choline kinase activity by ATP and ADP may be physiologically relevant.",Mar 1998,"K H Kim, D R Voelker, M T Flocco, G M Carman"
1047,98KIS/TEW,9700925.0,10.1016/s0301-4622(98)00151-3,,['eng'],73,3,265-80,Biophysical chemistry,"Microcalorimetry and high-performance liquid chromatography have been used to conduct a thermodynamic investigation of the following reactions catalyzed by the tryptophan synthase alpha 2 beta 2 complex (EC 4.2.1.20) and its subunits: indole(aq) + L-serine(aq) = L-tryptophan(aq) + H2O(1); L-serine(aq) = pyruvate(aq) + ammonia(aq); indole(aq) + D-glyceraldehyde 3-phosphate(aq) = 1-(indol-3-yl)glycerol 3-phosphate(aq); L-serine(aq) + 1-(indol-3-yl)glycerol 3-phosphate(aq) = L-tryptophan(aq) + D-glyceraldehyde 3-phosphate(aq) + H2O(1). The calorimetric measurements led to standard molar enthalpy changes for all four of these reactions. Direct measurements yielded an apparent equilibrium constant for the third reaction; equilibrium constants for the remaining three reactions were obtained by using thermochemical cycle calculations. The results of the calorimetric and equilibrium measurements were analyzed in terms of a chemical equilibrium model that accounted for the multiplicity of the ionic states of the reactants and products. Thermodynamic quantities for chemical reference reactions involving specific ionic forms have been obtained. These quantities permit the calculation of the position of equilibrium of the above four reactions as a function of temperature, pH, and ionic strength. Values of the apparent equilibrium constants and standard transformed Gibbs free energy changes delta r G'(m) degree under approximately physiological conditions are given. Le Châtelier's principle provides an explanation as to why, in the metabolic pathway leading to the synthesis of L-tryptophan, the third reaction proceeds in the direction of formation of indole and D-glyceraldehyde 3-phosphate even though the apparent equilibrium constant greatly favors the formation of 1-(indol-3-yl)glycerol 3-phosphate.",Jul 1998,"N Kishore, Y B Tewari, D L Akers, R N Goldberg, E W Miles"
