,reference_code,pmid,doi,comment,Title,Date,Publisher,License,Type,Volume,Issue,Page,Authors,Language
952,91GOL/BEL,1873473.0,10.1016/0301-4622(91)85030-t,,['Thermodynamics of hydrolysis of oligosaccharides'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,40,1,69-76,"Robert N. Goldberg, Donna Bell, Yadu B. Tewari, Michael A. McLaughlin",en
953,91HOR/UEH,,10.1271/bbb1961.55.1071,,-,-,-,-,-,-,-,-,-,-
954,91HOR/WAT,,10.3109/10242429109000693,,-,-,-,-,-,-,-,-,-,-
955,91KLE/RAN,,10.1093/jxb/42.4.537,,-,-,-,-,-,-,-,-,-,-
956,91KNI/SEM,1645186.0,10.1021/bi00234a019,,-,-,-,-,-,-,-,-,-,-
957,91KRA/GYG,,10.1002/anie.199108271,,['Enzymatic Two‐Step Synthesis of <i>N</i>‐Acetyl‐neuraminic Acid in the Enzyme Membrane Reactor'],31.12.2003,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,30,7,827-828,"Udo Kragl, Daniel Gygax, Oreste Ghisalba, Christian Wandrey",en
958,91LIU/FRO,1646815.0,10.1016/S0021-9258(18)99024-1,,"['31P nuclear magnetic resonance spectroscopy studies of substrate and product binding to fructose-1,6-bisphosphatase']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,266,18,11774-11778,"F. Liu, H.J. Fromm",en
959,91MOR/FRE,1653014.0,10.1021/bi00098a030,,-,-,-,-,-,-,-,-,-,-
960,91PAR/HOR,1939115.0,10.1016/S0021-9258(18)54759-1,,"['Nucleoside hydrolase from Crithidia fasciculata. Metabolic role, purification, specificity, and kinetic mechanism.']",5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,266,31,20658-20665,"D.W. Parkin, B.A. Horenstein, D.R. Abdulah, B. Estupiñán, V.L. Schramm",en
961,91SCH/GIF,,10.1016/0141-0229(91)90153-2,,"['Sorbitol dehydrogenase from Pseudomonas sp.: Purification, characterization and application to quantitative determination of sorbitol']",28.12.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,13,4,332-337,"Karl-Heinz Schneider, Friedrich Giffhorn",en
962,91SEM/CLE,1827991.0,10.1021/bi00234a020,,-,-,-,-,-,-,-,-,-,-
963,91SRI/NAM,1873475.0,10.1016/0301-4622(91)85032-l,,['Thermodynamic parameters for the glutamate dehydrogenase catalyzed α-imino acid—α-amino acid interconversion'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,40,1,81-87,"R. Srinivasan, Parthasarathy Nambi",en
964,91TEW/GOL,1873472.0,10.1016/0301-4622(91)85029-p,,['Thermodynamics of hydrolysis of disaccharides'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,40,1,59-67,"Yadu B. Tewari, Robert N. Goldberg",en
965,91WOH/DIE,,10.1007/BF00243458,,-,-,-,-,-,-,-,-,-,-
966,92BLA/GUI,,10.1002/bit.260400913,,['The equilibrium and kinetics of <i>N</i>‐acetyl‐tryptophan phenylethyl ester synthesis by agarose–chymotrypsin in organic media'],30.12.2004,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,40,9,1092-1096,"Rosa M. Blanco, José M. Guisán, Peter J. Halling",en
967,92DEM/ATT,,10.1016/S0232-4393(11)80392-6,,['Equilibrium Kinetics of D-Glucose to D-Fructose Isomerization Catalyzed by Glucose Isomerase enzyme from Streptomyces phaeochromogenus'],17.5.2018,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,147,5,297-303,"Mohamed Demerdash, Rasmy M. Attia",en
968,92ELL/SRI,1540130.0,10.1042/bj2820155,,-,-,-,-,-,-,-,-,-,-
969,92IBO/OBO,,10.3109/10242429209003660,,-,-,-,-,-,-,-,-,-,-
970,92KAH/SCH,1527498.0,10.1099/00221287-138-6-1277,,-,-,-,-,-,-,-,-,-,-
971,92KEL/SCH,1318300.0,10.1016/S0021-9258(19)49761-5,,"['Purification and characterization of actinomycin synthetase I, a 4-methyl-3-hydroxyanthranilic acid-AMP ligase from Streptomyces chrysomallus.']",6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,267,17,11745-11752,"U Keller, W Schlumbohm",en
972,92KER/KER,,10.1016/0167-4838(92)90131-V,,"['Purification, characterization and preliminary X-ray study of fumarase from Saccharomyces cerevisiae']",4.4.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,1122,1,85-92,"Jan S. Keruchenko, Irina D. Keruchenko, Kirill L. Gladilin, Vyacheslav N. Zaitsev, Nickolai Y. Chirgadze",en
973,92KIM/KIN,,10.1152/ajpendo.1992.262.3.E344,,-,-,-,-,-,-,-,-,-,-
974,92KIT/SAS,,10.1271/bbb.56.652,,-,-,-,-,-,-,-,-,-,-
975,92KRA,,,,-,-,-,-,-,-,-,-,-,-
976,92LEE/HAN,,,,-,-,-,-,-,-,-,-,-,-
977,92LOR/TRA,,10.1016/B978-0-444-89046-7.50076-X,,-,-,-,-,-,-,-,-,-,-
978,92QAM/YOO,1327136.0,10.1021/bi00156a018,,-,-,-,-,-,-,-,-,-,-
979,92REK/TIS,,,,-,-,-,-,-,-,-,-,-,-
980,92TEA/DOB,1629208.0,10.1016/S0021-9258(19)49682-8,,['Effect of temperature on the creatine kinase equilibrium.'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,267,20,14084-14093,"W E Teague, G.P. Dobson",en
981,92WAN/CHE,1633258.0,10.1016/0301-4622(92)80041-3,,['Acetylcholine receptor-enriched membrane vesicles in response to ethanol: Activity and microcalorimetric studies'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,43,1,51-59,"Ying Wang, Chang-Hwei Chen",en
982,92WED/LEY,8444866.0,10.1016/S0021-9258(18)53478-5,,['Kinetic and regulatory mechanisms for (Escherichia coli) homoserine dehydrogenase-I. Equilibrium isotope exchange kinetics.'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,268,7,4880-4888,"F.C. Wedler, B.W. Ley",en
983,92WED/LEY1,1547269.0,10.1016/0167-4838(92)90209-V,,['Preferred order random kinetic mechanism for homoserine dehydrogenase of Escherichia coli (Thr-sensitive) aspartokinase/homoserine dehydrogenase-I: equilibrium isotope exchange kinetics'],4.4.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,1119,3,247-249,"Frederick C. Wedler, Brenda W. Ley, Spencer L. Shames, Steven J. Rembish, Daniel L. Kushmaul",en
984,92XIA/XUE,,,,-,-,-,-,-,-,-,-,-,-
985,93AND/BUL,8366124.0,10.1016/S0021-9258(19)36592-5,,['UDP-N-acetylglucosamine acyltransferase of Escherichia coli. The first step of endotoxin biosynthesis is thermodynamically unfavorable.'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,268,26,19858-19865,"M.S. Anderson, H.G. Bull, S.M. Galloway, T.M. Kelly, S Mohan, K Radika, C.R. Raetz",en
986,93BES/REB,8503876.0,10.1042/bj2920425,,-,-,-,-,-,-,-,-,-,-
987,93BLI/MAR,,10.1016/0141-0229(93)90173-Y,,['Synthesis of β-lactam antibiotics containing α-aminophenylacetyl group in the acyl moiety catalyzed by d-(—)-Phenylglycyl-β-lactamide amidohydrolase'],28.12.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,15,11,965-973,"Alexander M. Blinkovsky, Adam N. Markaryan",en
988,93BOH/HUT,,10.1016/0040-6031(93)85092-N,,-,-,-,-,-,-,-,-,-,-
989,93GOL/TEW,,10.1063/1.555939,,-,-,-,-,-,-,-,-,-,-
990,93HUT/BOH,,10.1016/0040-6031(93)80327-7,,-,-,-,-,-,-,-,-,-,-
991,93JAN/PAD,18613144.0,10.1002/bit.260420806,,['Solvent effects on lipase‐catalyzed esterification of glycerol and fatty acids'],29.12.2004,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,42,8,953-962,"Anja E. M. Janssen, Albert Van der Padt, Klaas Van't Riet",en
992,93LAR/TEW,,10.1006/jcht.1993.1009,,"['Thermochemistry of the reactions between adenosine, adenosine 5′-monophosphate, inosine, and inosine 5′-monophosphate; the conversion of d-histidine to (urocanic acid+ammonia)']",18.9.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,25,1,73-90,"J.W. Larson, Y.B. Tewari, R.N. Goldberg",en
993,93MOC/STR,,10.1016/S0031-9422(00)95139-2,,['Energetics of the uridine 5′-diphosphoglucose: Hydroxycinnamic acid acyl-glucosyltransferase reaction'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,32,3,575-579,"Hans-Peter Mock, Dieter Strack",en
994,93SHI/CHE,8381432.0,10.1016/S0021-9258(18)53720-0,,['Purification and characterization of novel “2-arylpropionyl-CoA epimerases” from rat liver cytosol and mitochondria.'],5.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,268,5,3487-3493,"W.R. Shieh, C.S. Chen",en
995,93TEW/KIS,,10.1006/jcht.1993.1028,,['Thermochemistry of the hydrolysis of d-arginine to (d-citrulline+ammonia) and of the hydrolysis of d-arginine to (d-ornithine+urea)'],18.9.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,25,2,293-305,"Y.B. Tewari, N. Kishore, S.A. Margolis, R.N. Goldberg, T. Shibatani",en
996,93VIN/GRU,7503993.0,10.1016/S0021-9258(19)74485-8,,['A new paradigm for biochemical energy coupling. Salmonella typhimurium nicotinate phosphoribosyltransferase.'],6.1.2021,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,268,34,26004-26010,"A Vinitsky, C Grubmeyer",en
997,93WER/TWE,16349034.0,10.1128/aem.59.9.2823-2829.1993,,['Purification and Characterization of Maleate Hydratase from\n            <i>Pseudomonas pseudoalcaligenes</i>'],1.1.2020,American Society for Microbiology,https://journals.asm.org/non-commercial-tdm-license,journal-article,59,9,2823-2829,"Mari�t J. van der Werf, Will J. J. van den Tweel, Sybe Hartmans",en
998,93WER/TWE2,8223624.0,10.1111/j.1432-1033.1993.tb18332.x,,['Thermodynamics of the maleate and citraconate hydration reactions catalysed by malease from <i>Pseudomonas pseudoalcaligenes</i>'],4.3.2005,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,217,3,1011-1017,"Mariët J. VAN DER WERF, Will J. J. VAN DEN TWEEL, Sybe HARTMANS",en
999,93WIL/TOO,,10.1021/jo00065a010,,-,-,-,-,-,-,-,-,-,-
1000,94CHI/KIR,,10.1016/0167-4838(94)90006-X,,"['α,β-Unsaturated carbonyl compounds: inhibition of rat liver glutathione S-transferase isozymes and chemical reaction with reduced glutathione']",11.2.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,1204,2,175-180,"Cheng-i Chien, Kirollos S. Kirollos, Russell J. Linderman, Walter C. Dauterman",en
1001,94KIS/TEW,8155816.0,10.1016/0301-4622(93)e0067-f,,['Thermodynamics of the hydrolysis of penicillin G and ampicillin'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,49,2,163-174,"N. Kishore, Y.B. Tewari, W.T. Yap, R.N. Goldberg",en
1002,94LEU/COO,8117730.0,10.1021/bi00175a040,,-,-,-,-,-,-,-,-,-,-
1003,94NOE/COL,,10.1016/S0885-5765(05)80059-1,,['Purification and characterization of mannitol dehydrogenase from the fungal tomato pathogen Cladosporium fulvum (syn. Fulvia fulva)'],11.3.2005,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,45,4,281-289,"P.K.M. Noeldner, M.J. Coleman, R. Faulks, R.P. Oliver",en
1004,94REK/SCH,,10.1021/j100066a032,,-,-,-,-,-,-,-,-,-,-
1005,94TEW/GOL,,10.1007/BF00973544,,['An equilibrium and calorimetric investigation of the hydrolysis of L-tryptophan to (indole + pyruvate + ammonia)'],13.1.2005,Springer Science and Business Media LLC,http://www.springer.com/tdm,journal-article,23,2,167-184,"Yadu B. Tewari, Robert N. Goldberg",en
1006,95BIS/KRA,,10.1002/9783527619429.ch4,,-,-,-,-,-,-,-,-,-,-
1007,95CHE/ARM,,10.1021/tx00046a012,,-,-,-,-,-,-,-,-,-,-
1008,95GOL/TEW,,10.1063/1.555969,,-,-,-,-,-,-,-,-,-,-
1009,95HUT/BOH,,10.1016/0040-6031(94)01957-I,,['Calorimetric investigations into enzymatic urea hydrolysis'],1.5.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,250,1,1-12,"Regina Hüttl, Klaus Bohmhammel, Gert Wolf, Ralf Oehmgen",en
1010,95JUS/KOT,,10.1016/0040-6031(95)90714-9,,-,-,-,-,-,-,-,-,-,-
1011,95KAM/JUR,,10.1007/BF00301478,,['In vivo nuclear magnetic resonance studies on the lugworm Arenicola marina. I. Free inorganic phosphate and free adenylmonophosphate concentrations in the body wall and their dependence on hypoxia'],9.10.2004,Springer Science and Business Media LLC,http://www.springer.com/tdm,journal-article,165,2,143-152,"G. Kamp, H. -P. Juretschke, U. Thiel, H. Englisch",en
1012,95KOZ/TOM,,10.1021/ja00113a002,,-,-,-,-,-,-,-,-,-,-
1013,95LEE/WAL,,10.1021/ja00133a006,,-,-,-,-,-,-,-,-,-,-
1014,95LIA/WAN,,,,-,-,-,-,-,-,-,-,-,-
1015,95LIA/WAN2,,10.1016/0040-6031(95)02513-8,,-,-,-,-,-,-,-,-,-,-
1016,95LIU/ZEN,,10.1016/0040-6031(94)02080-8,,-,-,-,-,-,-,-,-,-,-
1017,95PEL/MAC,7548019.0,10.1021/bi00039a025,,-,-,-,-,-,-,-,-,-,-
1018,95SCH/TRA,7827041.0,10.1021/bi00003a016,,-,-,-,-,-,-,-,-,-,-
1019,95TEW/SCH,,10.1021/j100005a034,,-,-,-,-,-,-,-,-,-,-
1020,95WIS/KUS,7759484.0,10.1074/jbc.270.21.12428,,['Creatine Kinase Equilibration Follows Solution Thermodynamics in Skeletal Muscle.'],26.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,270,21,12428-12438,"Robert W. Wiseman, Martin J. Kushmerick",en
1021,96ARA/RUZ,8639492.0,10.1021/bi952983w,,-,-,-,-,-,-,-,-,-,-
1022,96HIR/MAY,,10.5650/jos1996.45.761,,-,-,-,-,-,-,-,-,-,-
1023,96KIM/DUN,8605214.0,10.1021/bi952944k,,-,-,-,-,-,-,-,-,-,-
1024,96LI/ZHA,8910414.0,10.1074/jbc.271.45.28038,,['Kinetic and Thermodynamic Characterizations of Yeast Guanylate Kinase'],26.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,271,45,28038-28044,"Yue Li, Yanling Zhang, Honggao Yan",en
1025,96LIA/WAN,,,,-,-,-,-,-,-,-,-,-,-
1026,96OES/SCH,,10.1016/S0168-9452(96)04475-5,,['Phosphomannomutase and phosphoglucomutase in the red alga Galdieria sulphuraria'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,121,1,19-27,"Christine Oesterhelt, Claus Schnarrenberger, Wolfgang Gross",en
1027,96PRO/GRO,,10.1111/j.1399-3054.1996.tb06681.x,,['Purification and characterization of UDP‐D‐galactose 4‐epimerase from the red alga <i>Galdieria sulphuraria</i>'],1.5.2006,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,98,4,753-758,"Pavel V. Prosselkov, Wolfgang Gross, Abir U. Igamberdiev, Claus Schnarrenberger",en
1028,96TEW/GOL,,10.1006/jcht.1996.0099,,['Thermodynamics of reactions catalyzed byL-iditol 2-dehydrogenase: the xylose assimilation pathway'],6.10.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,28,10,1127-1144,"Yadu B. Tewari, Robert N. Goldberg",en
1029,96TEW/SCH,,10.1006/jcht.1996.0016,,"['Thermodynamics of the hydrolysis of 3,4,5-trihydroxybenzoic acid propyl ester (n-propylgallate) to 3,4,5-trihydroxybenzoic acid (gallic acid) and propan-1-ol in aqueous media and in toluene']",18.9.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,28,2,171-185,"Yadu B. Tewari, Michele M. Schantz, Mikhail V. Rekharsky, Robert N. Goldberg",en
1030,97CHA,9326504.0,10.1242/jeb.200.21.2789,,['Mitochondrial arginine kinase in the midgut of the tobacco hornworm (<i>Manduca sexta</i>)'],25.4.2021,The Company of Biologists,http://www.biologists.com/user-licence-1-1/,journal-article,200,21,2789-2796,M. E. Chamberlin,en
1031,97CON/DEL,,10.1016/S0141-0229(97)00021-5,,['Simultaneous effects of immobilization and substrate protection on the thermodynamics of glucose isomerase activity and inactivation'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,21,7,511-517,"Attilio Converti, Marco Del Borghi",en
1032,97DEJ/ROC,,10.1007/BF01007697,,"['Purification, characterization and physiological role of sucrose synthase in the pea seed coat (Pisum sativum L.)']",19.1.2005,Springer Science and Business Media LLC,http://www.springer.com/tdm,journal-article,201,2,128-137,"A. D�jardin, C. Rochat, S. Maugenest, J. -P. Boutin",en
1033,97HAN/KLE,,10.1016/S0167-4838(96)00161-6,,['Purification and characterization of d(+)-carnitine dehydrogenase from Agrobacterium sp. — a new enzyme of carnitine metabolism'],26.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,1337,1,133-142,"Henning Hanschmann, Hans-Peter Kleber",en
1034,97KAS/TEW,,10.1021/jp972501l,,-,-,-,-,-,-,-,-,-,-
1035,97LIA/WU,,10.1016/S0040-6031(97)00363-8,,['Thermokinetic models of enzyme-catalyzed reactions in batch and plug-flow reactors'],23.4.2003,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,307,2,149-153,"Yi Liang, Yuanxin Wu, Dinghuo Li, Cunxin Wang, Yi Liu, Songsheng Qu, Guolin Zou",en
1036,97PES/PRI,,10.1002/(SICI)1097-0290(19971005)56:1<9::AID-BIT2>3.0.CO,,-,-,-,-,-,-,-,-,-,-
1037,97SAL/GOD,,10.1021/bp9700869,,['Enzymatic Large-Scale Production of 2-Keto-3-deoxy-D-GLYCERO-D-galacto-nonopyranulosonic Acid in Enzyme Membrane Reactors'],26.7.2002,Wiley,http://doi.wiley.com/10.1002/tdm_license_1.1,journal-article,13,6,810-813,"C. Salagnad, A. Godde, B. Ernst, U. Kragl",en
1038,97STA/SUA,9319107.0,10.1242/jeb.200.8.1247,,['Honeybee Flight Muscle Phosphoglucose Isomerase: Matching Enzyme Capacities to Flux Requirements at a Near-Equilibrium Reaction'],25.4.2021,The Company of Biologists,http://www.biologists.com/user-licence-1-1/,journal-article,200,8,1247-1254,"James F. Staples, Raul K. Suarez",en
1039,97TEW/GOL,,10.1016/S0008-6215(97)00073-6,,"['Thermodynamics of the hydrolysis and cyclization reactions of α-, β-, and γ-cyclodextrin']",25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,301,1-2,11-22,"Yadu B. Tewari, Robert N. Goldberg, Michikatsu Sato",en
1040,97XU/EAD,9132023.0,10.1021/bi9616007,,-,-,-,-,-,-,-,-,-,-
1041,97YOR/ISH,,10.1093/oxfordjournals.jbchem.a021786,,-,-,-,-,-,-,-,-,-,-
1042,98CON/BOR,,10.1007/s004490050406,,-,-,-,-,-,-,-,-,-,-
1043,98CON/DEL,,10.1007/s004490050406,,-,-,-,-,-,-,-,-,-,-
1044,98DIE/STR,,10.1016/S1381-1177(98)00044-7,,['Feasibility of the thermodynamically controlled synthesis of amoxicillin'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,5,1-4,249-253,"M.B. Diender, A.J.J. Straathof, L.A.M. van der Wielen, C. Ras, J.J. Heijnen",en
1045,98DIE/STR2,,10.3109/10242429809003622,,-,-,-,-,-,-,-,-,-,-
1046,98KIM/VOE,9506987.0,10.1074/jbc.273.12.6844,,"['Expression, Purification, and Characterization of Choline Kinase, Product of the CKI Gene from Saccharomyces cerevisiae']",26.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,273,12,6844-6852,"Kee-Hong Kim, Dennis R. Voelker, Mark T. Flocco, George M. Carman",en
1047,98KIS/TEW,9700925.0,10.1016/s0301-4622(98)00151-3,,['A thermodynamic investigation of reactions catalyzed by tryptophan synthase'],26.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,73,3,265-280,"Nand Kishore, Yadu B. Tewari, David L. Akers, Robert N. Goldberg, Edith Wilson Miles",en
1048,98KIS/TEW2,,10.1006/jcht.1998.0404,,['An investigation of the equilibrium of the reaction {L-aspartate(aq)+2-oxoglutarate(aq)=oxaloacetate(aq)+L-glutamate(aq)}'],6.10.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,30,11,1373-1384,"Nand Kishore, Yadu B. Tewari, Robert N. Goldberg",en
1049,98LAE/EIS,9738901.0,10.1046/j.1432-1327.1998.2550618.x,,"['Cyclohexa‐1,5‐diene‐1‐carboxyl‐CoA hydratase, an enzyme involved in anaerobic metabolism of benzoyl‐CoA in the denitrifying bacterium <i>Thauera aromatica</i>']",11.3.2003,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,255,3,618-627,"Diana Laempe, Wolfgang Eisenreich, Adelbert Bacher, Georg Fuchs",en
1050,98LIA/QU,,10.1007/BF02883019,,['Microcalorimetric studies on the dismutation of superoxide anion catalyzed by superoxide dismutase'],7.4.2008,Springer Science and Business Media LLC,http://www.springer.com/tdm,journal-article,41,6,575-586,"Yi Liang, Songsheng Qu, Cunxin Wang, Yuwen Liu, Zhiyong Wang, Zhaohua Song, Guolin Zou",en
1051,98LIA/WAN,,10.1016/S0040-6031(98)00464-X,,['Thermokinetic method for faster enzyme-catalyzed reactions'],25.7.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,322,1,1-7,"Yi Liang, Cunxin Wang, Songsheng Qu, Yuanxin Wu, Dinghuo Li, Guolin Zou",en
1052,98LOV/LAU,9799130.0,10.1046/j.1432-1327.1998.2570286.x,,['Reconsidering the energetics of ribonuclease catalysed RNA hydrolysis'],11.3.2003,Wiley,http://onlinelibrary.wiley.com/termsAndConditions#vor,journal-article,257,1,286-290,"Stefan Loverix, Georges Laus, José C. Martins, Lode Wyns, Jan Steyaert",en
1053,98TEW,,10.1021/je980021x,,-,-,-,-,-,-,-,-,-,-
1054,98TEW/CHE,,10.1021/jp982754u,,-,-,-,-,-,-,-,-,-,-
1055,98TEW/KIS,,10.1006/jcht.1998.0342,,['An equilibrium and calorimetric study of some transamination reactions'],18.9.2002,Elsevier BV,https://www.elsevier.com/tdm/userlicense/1.0/,journal-article,30,6,777-793,"Yadu B. Tewari, Nand Kishore, Robert N. Goldberg, Tinh N. Luong",en
